batch_id,start_id,end_id,n_examples,primary_variable_id,primary_variable,construction_index,construction_family,repetition,language,language_name,domains,short_count,medium_count,long_count
2487,124301,124350,50,7,voice_and_agent_prominence,3,middle_or_reflexive_voice,1,en,English,workplace;travel_transport;arts_culture,15,25,10
2488,124351,124400,50,38,speech_act_force_and_request_directness,2,interrogative_request,7,de,German,daily_life;education;food_household,15,25,10
2489,124401,124450,50,16,gender_noun_class,3,pronoun_gender_agreement,10,hi,Hindi,travel_transport;arts_culture;social_interaction,15,25,10
2490,124451,124500,50,37,social_deixis_honorifics_status_encoding,1,tu_vous_or_t_v_distinction,14,de,German,sports_recreation;workplace;travel_transport,15,25,10
2491,124501,124550,50,16,gender_noun_class,4,participle_or_predicate_agreement,14,ar,Arabic,education;food_household;sports_recreation,15,25,10
2492,124551,124600,50,36,genericity_and_kind_level_reference,4,kind_denoting_reference,7,de,German,science_technology;nature_environment;daily_life,15,25,10
2493,124601,124650,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,15,ar,Arabic,social_interaction;health;news_public_affairs,15,25,10
2494,124651,124700,50,33,discourse_relation_marking,3,concessive_relation,12,de,German,health;news_public_affairs;family_relationships,15,25,10
2495,124701,124750,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,14,es,Spanish,daily_life;education;food_household,15,25,10
2496,124751,124800,50,26,evidentiality,3,lexical_reportative,13,en,English,family_relationships;science_technology;nature_environment,15,25,10
2497,124801,124850,50,33,discourse_relation_marking,3,concessive_relation,9,es,Spanish,education;food_household;sports_recreation,15,25,10
2498,124851,124900,50,32,quotation_and_reported_speech_structure,1,direct_quotation,13,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2499,124901,124950,50,22,tense_prominence,5,tense_with_independent_time_adverb,4,de,German,sports_recreation;workplace;travel_transport,15,25,10
2500,124951,125000,50,17,animacy_and_humanness,5,reflexive_or_reciprocal_humanness_context,2,ru,Russian,health;news_public_affairs;family_relationships,15,25,10
2501,125001,125050,50,14,definiteness_and_specificity,5,specificity_sensitive_object_marking,12,es,Spanish,nature_environment;daily_life;education,15,25,10
2502,125051,125100,50,37,social_deixis_honorifics_status_encoding,5,status_conditioned_request_or_reference,9,de,German,sports_recreation;workplace;travel_transport,15,25,10
2503,125101,125150,50,35,focus_and_given_new_marking,2,focus_particle,12,fr,French,education;food_household;sports_recreation,15,25,10
2504,125151,125200,50,3,nominal_modifier_order,5,multiple_modifier_order,9,ar,Arabic,food_household;sports_recreation;workplace,15,25,10
2505,125201,125250,50,25,epistemic_modality,4,certainty_or_high_commitment,10,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
2506,125251,125300,50,33,discourse_relation_marking,4,temporal_sequence_relation,4,es,Spanish,food_household;sports_recreation;workplace,15,25,10
2507,125301,125350,50,28,negation_and_polarity_structure,3,constituent_negation,14,ru,Russian,travel_transport;arts_culture;social_interaction,15,25,10
2508,125351,125400,50,8,causativity_and_valency_change,5,permissive_causation,2,ja,Japanese,food_household;sports_recreation;workplace,15,25,10
2509,125401,125450,50,24,modality_and_mood,3,deontic_obligation,9,de,German,health;news_public_affairs;family_relationships,15,25,10
2510,125451,125500,50,37,social_deixis_honorifics_status_encoding,5,status_conditioned_request_or_reference,13,fr,French,health;news_public_affairs;family_relationships,15,25,10
2511,125501,125550,50,22,tense_prominence,1,simple_past_present_future,4,de,German,daily_life;education;food_household,15,25,10
2512,125551,125600,50,39,deixis_and_perspective_anchoring,4,temporal_deixis,7,ja,Japanese,daily_life;education;food_household,15,25,10
2513,125601,125650,50,30,conditional_and_counterfactual_marking,5,conditional_mood_form,5,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
2514,125651,125700,50,17,animacy_and_humanness,3,animacy_sensitive_object_marking,15,tr,Turkish,daily_life;education;food_household,15,25,10
2515,125701,125750,50,15,number_marking,2,dual_number,7,ar,Arabic,food_household;sports_recreation;workplace,15,25,10
2516,125751,125800,50,38,speech_act_force_and_request_directness,5,mitigated_or_polite_request,1,en,English,science_technology;nature_environment;daily_life,15,25,10
2517,125801,125850,50,19,inclusive_exclusive_distinction,1,inclusive_we_reference,6,te,Telugu,social_interaction;health;news_public_affairs,15,25,10
2518,125851,125900,50,12,optionality_vs_obligatoriness_of_marking,4,obligatory_agreement_context,5,fr,French,nature_environment;daily_life;education,15,25,10
2519,125901,125950,50,4,case_marking,2,dative_recipient_or_goal,8,ru,Russian,family_relationships;science_technology;nature_environment,15,25,10
2520,125951,126000,50,10,morphological_segmentation_type,3,clitic_sequence,7,fi,Finnish,social_interaction;health;news_public_affairs,15,25,10
2521,126001,126050,50,29,quantifier_scope_and_distributivity,2,distributive_each,10,ru,Russian,education;food_household;sports_recreation,15,25,10
2522,126051,126100,50,25,epistemic_modality,1,possibility_statement,9,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
2523,126101,126150,50,7,voice_and_agent_prominence,5,resultative_or_stative_passive,14,tr,Turkish,nature_environment;daily_life;education,15,25,10
2524,126151,126200,50,34,topic_comment_structure,3,marked_topicalization,1,ja,Japanese,news_public_affairs;family_relationships;science_technology,15,25,10
2525,126201,126250,50,7,voice_and_agent_prominence,1,active_passive_alternation,6,en,English,nature_environment;daily_life;education,15,25,10
2526,126251,126300,50,25,epistemic_modality,2,probability_statement,9,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
2527,126301,126350,50,20,pronoun_richness_and_reduction,4,weak_vs_strong_pronoun,4,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
2528,126351,126400,50,9,analytic_vs_synthetic_encoding,4,morphologically_bundled_case_possession,12,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
2529,126401,126450,50,23,aspect_and_event_structure,3,habitual_aspect,11,ru,Russian,nature_environment;daily_life;education,15,25,10
2530,126451,126500,50,29,quantifier_scope_and_distributivity,4,negation_quantifier_scope,7,de,German,food_household;sports_recreation;workplace,15,25,10
2531,126501,126550,50,14,definiteness_and_specificity,5,specificity_sensitive_object_marking,5,ar,Arabic,daily_life;education;food_household,15,25,10
2532,126551,126600,50,2,basic_constituent_order,4,verb_initial_or_predicate_initial_order,9,ar,Arabic,arts_culture;social_interaction;health,15,25,10
2533,126601,126650,50,2,basic_constituent_order,1,canonical_clause_order,1,en,English,family_relationships;science_technology;nature_environment,15,25,10
2534,126651,126700,50,19,inclusive_exclusive_distinction,4,exclusive_agreement_or_indexing,7,id,Indonesian,workplace;travel_transport;arts_culture,15,25,10
2535,126701,126750,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,11,ta,Tamil,education;food_household;sports_recreation,15,25,10
2536,126751,126800,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,2,de,German,daily_life;education;food_household,15,25,10
2537,126801,126850,50,4,case_marking,5,differential_object_marking,8,ru,Russian,news_public_affairs;family_relationships;science_technology,15,25,10
2538,126851,126900,50,6,transitivity_valency,3,ditransitive_clause,1,en,English,nature_environment;daily_life;education,15,25,10
2539,126901,126950,50,33,discourse_relation_marking,3,concessive_relation,15,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
2540,126951,127000,50,24,modality_and_mood,2,subjunctive_or_irrealis,4,de,German,education;food_household;sports_recreation,15,25,10
2541,127001,127050,50,8,causativity_and_valency_change,1,morphological_causative,2,ja,Japanese,nature_environment;daily_life;education,15,25,10
2542,127051,127100,50,26,evidentiality,2,grammatical_inferential,9,de,German,education;food_household;sports_recreation,15,25,10
2543,127101,127150,50,16,gender_noun_class,3,pronoun_gender_agreement,15,hi,Hindi,health;news_public_affairs;family_relationships,15,25,10
2544,127151,127200,50,6,transitivity_valency,3,ditransitive_clause,9,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
2545,127201,127250,50,35,focus_and_given_new_marking,3,fronted_or_marked_focus,6,en,English,workplace;travel_transport;arts_culture,15,25,10
2546,127251,127300,50,10,morphological_segmentation_type,3,clitic_sequence,5,de,German,science_technology;nature_environment;daily_life,15,25,10
2547,127301,127350,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,15,ru,Russian,family_relationships;science_technology;nature_environment,15,25,10
2548,127351,127400,50,11,agreement_indexing_density,2,rich_person_number_agreement,7,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
2549,127401,127450,50,5,morphosyntactic_alignment,2,intransitive_subject_alignment,1,eu,Basque,sports_recreation;workplace;travel_transport,15,25,10
2550,127451,127500,50,13,redundancy_cumulative_exponence,4,negative_concord,7,ru,Russian,daily_life;education;food_household,15,25,10
2551,127501,127550,50,2,basic_constituent_order,5,topicalized_argument_order,10,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
2552,127551,127600,50,29,quantifier_scope_and_distributivity,5,numeral_or_indefinite_distributivity,14,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
2553,127601,127650,50,5,morphosyntactic_alignment,2,intransitive_subject_alignment,4,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
2554,127651,127700,50,4,case_marking,5,differential_object_marking,4,de,German,workplace;travel_transport;arts_culture,15,25,10
2555,127701,127750,50,39,deixis_and_perspective_anchoring,2,here_there_spatial_deixis,14,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
2556,127751,127800,50,24,modality_and_mood,3,deontic_obligation,10,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2557,127801,127850,50,10,morphological_segmentation_type,3,clitic_sequence,8,ru,Russian,travel_transport;arts_culture;social_interaction,15,25,10
2558,127851,127900,50,7,voice_and_agent_prominence,1,active_passive_alternation,12,de,German,daily_life;education;food_household,15,25,10
2559,127901,127950,50,18,person_marking_and_person_hierarchy,4,person_sensitive_argument_marking,4,eu,Basque,travel_transport;arts_culture;social_interaction,15,25,10
2560,127951,128000,50,38,speech_act_force_and_request_directness,3,declarative_hint_request,8,es,Spanish,food_household;sports_recreation;workplace,15,25,10
2561,128001,128050,50,34,topic_comment_structure,4,hanging_topic,13,zh,Chinese,food_household;sports_recreation;workplace,15,25,10
2562,128051,128100,50,17,animacy_and_humanness,2,human_nonhuman_reference,4,ja,Japanese,travel_transport;arts_culture;social_interaction,15,25,10
2563,128101,128150,50,7,voice_and_agent_prominence,5,resultative_or_stative_passive,3,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
2564,128151,128200,50,12,optionality_vs_obligatoriness_of_marking,3,optional_complementizer_context,15,fr,French,education;food_household;sports_recreation,15,25,10
2565,128201,128250,50,29,quantifier_scope_and_distributivity,2,distributive_each,5,ru,Russian,science_technology;nature_environment;daily_life,15,25,10
2566,128251,128300,50,37,social_deixis_honorifics_status_encoding,2,honorific_title_or_address,2,ko,Korean,travel_transport;arts_culture;social_interaction,15,25,10
2567,128301,128350,50,34,topic_comment_structure,3,marked_topicalization,14,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
2568,128351,128400,50,10,morphological_segmentation_type,4,productive_compounding,2,fi,Finnish,health;news_public_affairs;family_relationships,15,25,10
2569,128401,128450,50,25,epistemic_modality,1,possibility_statement,4,es,Spanish,food_household;sports_recreation;workplace,15,25,10
2570,128451,128500,50,5,morphosyntactic_alignment,4,experiencer_or_dative_subject,12,hi,Hindi,food_household;sports_recreation;workplace,15,25,10
2571,128501,128550,50,16,gender_noun_class,2,article_gender_agreement,14,ar,Arabic,arts_culture;social_interaction;health,15,25,10
2572,128551,128600,50,31,subordination_and_embedding,2,relative_clause,14,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
2573,128601,128650,50,1,subject_expression_pro_drop,1,overt_vs_null_subject,11,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
2574,128651,128700,50,35,focus_and_given_new_marking,1,cleft_focus,10,ja,Japanese,education;food_household;sports_recreation,15,25,10
2575,128701,128750,50,28,negation_and_polarity_structure,3,constituent_negation,12,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
2576,128751,128800,50,26,evidentiality,1,grammatical_reportative,1,tr,Turkish,daily_life;education;food_household,15,25,10
2577,128801,128850,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,8,fr,French,health;news_public_affairs;family_relationships,15,25,10
2578,128851,128900,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,12,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
2579,128901,128950,50,12,optionality_vs_obligatoriness_of_marking,5,optional_particle_or_case_context,11,en,English,workplace;travel_transport;arts_culture,15,25,10
2580,128951,129000,50,2,basic_constituent_order,3,verb_final_order,7,de,German,arts_culture;social_interaction;health,15,25,10
2581,129001,129050,50,2,basic_constituent_order,1,canonical_clause_order,3,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2582,129051,129100,50,23,aspect_and_event_structure,4,telic_atelic_contrast,5,bg,Bulgarian,food_household;sports_recreation;workplace,15,25,10
2583,129101,129150,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,15,ja,Japanese,daily_life;education;food_household,15,25,10
2584,129151,129200,50,7,voice_and_agent_prominence,4,impersonal_passive,15,ru,Russian,arts_culture;social_interaction;health,15,25,10
2585,129201,129250,50,23,aspect_and_event_structure,5,inchoative_or_resultative_event,9,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
2586,129251,129300,50,15,number_marking,4,collective_or_group_reference,11,en,English,food_household;sports_recreation;workplace,15,25,10
2587,129301,129350,50,37,social_deixis_honorifics_status_encoding,1,tu_vous_or_t_v_distinction,9,de,German,daily_life;education;food_household,15,25,10
2588,129351,129400,50,6,transitivity_valency,2,monotransitive_clause,4,de,German,food_household;sports_recreation;workplace,15,25,10
2589,129401,129450,50,35,focus_and_given_new_marking,5,wh_or_answer_focus_context,15,ja,Japanese,social_interaction;health;news_public_affairs,15,25,10
2590,129451,129500,50,5,morphosyntactic_alignment,3,ergative_perfective_alignment,5,ru,Russian,nature_environment;daily_life;education,15,25,10
2591,129501,129550,50,32,quotation_and_reported_speech_structure,5,mixed_or_shifted_report_structure,12,ja,Japanese,science_technology;nature_environment;daily_life,15,25,10
2592,129551,129600,50,25,epistemic_modality,5,epistemic_auxiliary_or_particle,10,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2593,129601,129650,50,35,focus_and_given_new_marking,4,exclusive_only_focus,5,ja,Japanese,family_relationships;science_technology;nature_environment,15,25,10
2594,129651,129700,50,23,aspect_and_event_structure,1,progressive_or_imperfective,10,bg,Bulgarian,arts_culture;social_interaction;health,15,25,10
2595,129701,129750,50,29,quantifier_scope_and_distributivity,5,numeral_or_indefinite_distributivity,5,ru,Russian,family_relationships;science_technology;nature_environment,15,25,10
2596,129751,129800,50,30,conditional_and_counterfactual_marking,3,past_counterfactual,4,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
2597,129801,129850,50,38,speech_act_force_and_request_directness,1,direct_imperative_request,5,ja,Japanese,daily_life;education;food_household,15,25,10
2598,129851,129900,50,14,definiteness_and_specificity,3,demonstrative_definiteness,6,en,English,sports_recreation;workplace;travel_transport,15,25,10
2599,129901,129950,50,37,social_deixis_honorifics_status_encoding,1,tu_vous_or_t_v_distinction,4,de,German,family_relationships;science_technology;nature_environment,15,25,10
2600,129951,130000,50,33,discourse_relation_marking,5,consequence_or_result_relation,1,en,English,nature_environment;daily_life;education,15,25,10
2601,130001,130050,50,38,speech_act_force_and_request_directness,2,interrogative_request,2,de,German,family_relationships;science_technology;nature_environment,15,25,10
2602,130051,130100,50,21,possession_and_alienability,1,body_part_possession,7,fr,French,food_household;sports_recreation;workplace,15,25,10
2603,130101,130150,50,17,animacy_and_humanness,4,animacy_sensitive_case_or_order,10,tr,Turkish,education;food_household;sports_recreation,15,25,10
2604,130151,130200,50,12,optionality_vs_obligatoriness_of_marking,3,optional_complementizer_context,10,fr,French,science_technology;nature_environment;daily_life,15,25,10
2605,130201,130250,50,24,modality_and_mood,5,conditional_mood,8,en,English,travel_transport;arts_culture;social_interaction,15,25,10
2606,130251,130300,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,11,en,English,nature_environment;daily_life;education,15,25,10
2607,130301,130350,50,32,quotation_and_reported_speech_structure,4,reported_question,12,ja,Japanese,social_interaction;health;news_public_affairs,15,25,10
2608,130351,130400,50,2,basic_constituent_order,4,verb_initial_or_predicate_initial_order,12,de,German,daily_life;education;food_household,15,25,10
2609,130401,130450,50,30,conditional_and_counterfactual_marking,5,conditional_mood_form,1,en,English,family_relationships;science_technology;nature_environment,15,25,10
2610,130451,130500,50,7,voice_and_agent_prominence,3,middle_or_reflexive_voice,7,de,German,travel_transport;arts_culture;social_interaction,15,25,10
2611,130501,130550,50,26,evidentiality,2,grammatical_inferential,10,es,Spanish,nature_environment;daily_life;education,15,25,10
2612,130551,130600,50,14,definiteness_and_specificity,1,definite_indefinite_article,5,ar,Arabic,family_relationships;science_technology;nature_environment,15,25,10
2613,130601,130650,50,23,aspect_and_event_structure,1,progressive_or_imperfective,15,bg,Bulgarian,news_public_affairs;family_relationships;science_technology,15,25,10
2614,130651,130700,50,14,definiteness_and_specificity,3,demonstrative_definiteness,12,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
2615,130701,130750,50,23,aspect_and_event_structure,4,telic_atelic_contrast,3,en,English,arts_culture;social_interaction;health,15,25,10
2616,130751,130800,50,3,nominal_modifier_order,1,adjective_head_order,9,ar,Arabic,nature_environment;daily_life;education,15,25,10
2617,130801,130850,50,26,evidentiality,1,grammatical_reportative,11,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2618,130851,130900,50,16,gender_noun_class,5,gender_assignment_across_nouns,9,ar,Arabic,food_household;sports_recreation;workplace,15,25,10
2619,130901,130950,50,27,mirativity_stance_and_affect_marking,1,mirative_particle_or_form,10,en,English,daily_life;education;food_household,15,25,10
2620,130951,131000,50,5,morphosyntactic_alignment,5,alignment_under_voice_change,4,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
2621,131001,131050,50,1,subject_expression_pro_drop,2,discourse_recoverable_subject_omission,1,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
2622,131051,131100,50,38,speech_act_force_and_request_directness,5,mitigated_or_polite_request,10,ja,Japanese,arts_culture;social_interaction;health,15,25,10
2623,131101,131150,50,24,modality_and_mood,3,deontic_obligation,8,en,English,family_relationships;science_technology;nature_environment,15,25,10
2624,131151,131200,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,1,id,Indonesian,health;news_public_affairs;family_relationships,15,25,10
2625,131201,131250,50,15,number_marking,1,singular_plural_nominal,2,ar,Arabic,health;news_public_affairs;family_relationships,15,25,10
2626,131251,131300,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,1,en,English,food_household;sports_recreation;workplace,15,25,10
2627,131301,131350,50,28,negation_and_polarity_structure,5,negation_scope_contrast,1,en,English,daily_life;education;food_household,15,25,10
2628,131351,131400,50,13,redundancy_cumulative_exponence,4,negative_concord,10,en,English,social_interaction;health;news_public_affairs,15,25,10
2629,131401,131450,50,28,negation_and_polarity_structure,2,negative_concord,2,es,Spanish,nature_environment;daily_life;education,15,25,10
2630,131451,131500,50,24,modality_and_mood,2,subjunctive_or_irrealis,14,de,German,social_interaction;health;news_public_affairs,15,25,10
2631,131501,131550,50,7,voice_and_agent_prominence,1,active_passive_alternation,8,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
2632,131551,131600,50,40,orthographic_and_tokenization_interface,1,hyphenation_or_compound_orthography,15,zh,Chinese,sports_recreation;workplace;travel_transport,15,25,10
2633,131601,131650,50,26,evidentiality,3,lexical_reportative,10,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
2634,131651,131700,50,11,agreement_indexing_density,2,rich_person_number_agreement,4,ar,Arabic,education;food_household;sports_recreation,15,25,10
2635,131701,131750,50,40,orthographic_and_tokenization_interface,2,apostrophe_or_clitic_orthography,8,fr,French,health;news_public_affairs;family_relationships,15,25,10
2636,131751,131800,50,39,deixis_and_perspective_anchoring,4,temporal_deixis,6,en,English,food_household;sports_recreation;workplace,15,25,10
2637,131801,131850,50,39,deixis_and_perspective_anchoring,2,here_there_spatial_deixis,12,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
2638,131851,131900,50,3,nominal_modifier_order,2,possessor_head_order,15,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
2639,131901,131950,50,21,possession_and_alienability,2,kinship_possession,1,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
2640,131951,132000,50,6,transitivity_valency,1,intransitive_clause,2,es,Spanish,food_household;sports_recreation;workplace,15,25,10
2641,132001,132050,50,19,inclusive_exclusive_distinction,4,exclusive_agreement_or_indexing,5,ta,Tamil,health;news_public_affairs;family_relationships,15,25,10
2642,132051,132100,50,13,redundancy_cumulative_exponence,5,tense_plus_temporal_adverb,2,ru,Russian,education;food_household;sports_recreation,15,25,10
2643,132101,132150,50,9,analytic_vs_synthetic_encoding,2,synthetic_inflection,13,de,German,nature_environment;daily_life;education,15,25,10
2644,132151,132200,50,11,agreement_indexing_density,5,multi_argument_indexing,15,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
2645,132201,132250,50,8,causativity_and_valency_change,3,lexical_causative,14,hi,Hindi,news_public_affairs;family_relationships;science_technology,15,25,10
2646,132251,132300,50,5,morphosyntactic_alignment,5,alignment_under_voice_change,12,hi,Hindi,arts_culture;social_interaction;health,15,25,10
2647,132301,132350,50,15,number_marking,5,number_agreement,8,ru,Russian,nature_environment;daily_life;education,15,25,10
2648,132351,132400,50,17,animacy_and_humanness,5,reflexive_or_reciprocal_humanness_context,10,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
2649,132401,132450,50,6,transitivity_valency,1,intransitive_clause,8,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
2650,132451,132500,50,17,animacy_and_humanness,2,human_nonhuman_reference,10,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2651,132501,132550,50,29,quantifier_scope_and_distributivity,2,distributive_each,9,fr,French,sports_recreation;workplace;travel_transport,15,25,10
2652,132551,132600,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,13,ko,Korean,science_technology;nature_environment;daily_life,15,25,10
2653,132601,132650,50,19,inclusive_exclusive_distinction,3,inclusive_agreement_or_indexing,1,id,Indonesian,nature_environment;daily_life;education,15,25,10
2654,132651,132700,50,22,tense_prominence,5,tense_with_independent_time_adverb,15,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
2655,132701,132750,50,6,transitivity_valency,4,ambitransitive_alternation,9,de,German,daily_life;education;food_household,15,25,10
2656,132751,132800,50,14,definiteness_and_specificity,1,definite_indefinite_article,14,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
2657,132801,132850,50,21,possession_and_alienability,3,owned_object_possession,3,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
2658,132851,132900,50,34,topic_comment_structure,2,left_dislocation,4,en,English,nature_environment;daily_life;education,15,25,10
2659,132901,132950,50,7,voice_and_agent_prominence,3,middle_or_reflexive_voice,11,en,English,family_relationships;science_technology;nature_environment,15,25,10
2660,132951,133000,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,2,hi,Hindi,family_relationships;science_technology;nature_environment,15,25,10
2661,133001,133050,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,6,en,English,travel_transport;arts_culture;social_interaction,15,25,10
2662,133051,133100,50,16,gender_noun_class,1,adjective_gender_agreement,12,es,Spanish,arts_culture;social_interaction;health,15,25,10
2663,133101,133150,50,20,pronoun_richness_and_reduction,3,clitic_pronoun,14,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
2664,133151,133200,50,31,subordination_and_embedding,4,nested_embedding,11,en,English,workplace;travel_transport;arts_culture,15,25,10
2665,133201,133250,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,10,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
2666,133251,133300,50,12,optionality_vs_obligatoriness_of_marking,5,optional_particle_or_case_context,13,tr,Turkish,daily_life;education;food_household,15,25,10
2667,133301,133350,50,34,topic_comment_structure,4,hanging_topic,6,ja,Japanese,sports_recreation;workplace;travel_transport,15,25,10
2668,133351,133400,50,8,causativity_and_valency_change,5,permissive_causation,12,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
2669,133401,133450,50,37,social_deixis_honorifics_status_encoding,2,honorific_title_or_address,12,ko,Korean,science_technology;nature_environment;daily_life,15,25,10
2670,133451,133500,50,33,discourse_relation_marking,5,consequence_or_result_relation,8,fr,French,science_technology;nature_environment;daily_life,15,25,10
2671,133501,133550,50,3,nominal_modifier_order,5,multiple_modifier_order,10,tr,Turkish,daily_life;education;food_household,15,25,10
2672,133551,133600,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,1,tr,Turkish,daily_life;education;food_household,15,25,10
2673,133601,133650,50,8,causativity_and_valency_change,5,permissive_causation,3,ko,Korean,daily_life;education;food_household,15,25,10
2674,133651,133700,50,31,subordination_and_embedding,4,nested_embedding,1,en,English,science_technology;nature_environment;daily_life,15,25,10
2675,133701,133750,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,13,fr,French,science_technology;nature_environment;daily_life,15,25,10
2676,133751,133800,50,4,case_marking,1,accusative_object_marking,5,hi,Hindi,nature_environment;daily_life;education,15,25,10
2677,133801,133850,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,4,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
2678,133851,133900,50,34,topic_comment_structure,2,left_dislocation,11,ja,Japanese,science_technology;nature_environment;daily_life,15,25,10
2679,133901,133950,50,18,person_marking_and_person_hierarchy,1,first_second_third_person_agreement,11,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
2680,133951,134000,50,16,gender_noun_class,4,participle_or_predicate_agreement,8,ru,Russian,daily_life;education;food_household,15,25,10
2681,134001,134050,50,23,aspect_and_event_structure,2,perfective_completed_event,6,ru,Russian,travel_transport;arts_culture;social_interaction,15,25,10
2682,134051,134100,50,18,person_marking_and_person_hierarchy,2,clitic_person_marking,9,eu,Basque,daily_life;education;food_household,15,25,10
2683,134101,134150,50,17,animacy_and_humanness,3,animacy_sensitive_object_marking,12,ru,Russian,arts_culture;social_interaction;health,15,25,10
2684,134151,134200,50,32,quotation_and_reported_speech_structure,5,mixed_or_shifted_report_structure,8,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2685,134201,134250,50,4,case_marking,2,dative_recipient_or_goal,15,hi,Hindi,news_public_affairs;family_relationships;science_technology,15,25,10
2686,134251,134300,50,27,mirativity_stance_and_affect_marking,4,stance_particle,7,ja,Japanese,travel_transport;arts_culture;social_interaction,15,25,10
2687,134301,134350,50,12,optionality_vs_obligatoriness_of_marking,2,article_obligatoriness_context,9,ja,Japanese,news_public_affairs;family_relationships;science_technology,15,25,10
2688,134351,134400,50,35,focus_and_given_new_marking,5,wh_or_answer_focus_context,11,en,English,food_household;sports_recreation;workplace,15,25,10
2689,134401,134450,50,18,person_marking_and_person_hierarchy,3,local_vs_nonlocal_participants,9,eu,Basque,workplace;travel_transport;arts_culture,15,25,10
2690,134451,134500,50,7,voice_and_agent_prominence,1,active_passive_alternation,9,tr,Turkish,arts_culture;social_interaction;health,15,25,10
2691,134501,134550,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,2,ja,Japanese,social_interaction;health;news_public_affairs,15,25,10
2692,134551,134600,50,2,basic_constituent_order,3,verb_final_order,3,tr,Turkish,education;food_household;sports_recreation,15,25,10
2693,134601,134650,50,30,conditional_and_counterfactual_marking,3,past_counterfactual,8,fr,French,education;food_household;sports_recreation,15,25,10
2694,134651,134700,50,17,animacy_and_humanness,3,animacy_sensitive_object_marking,13,hi,Hindi,workplace;travel_transport;arts_culture,15,25,10
